,training_round,random,left,lvl1,lvl2,wins_p1,ties,game_length,loss_p1,loss_p2
0,0,0.44,0.5,0.26,0.05,,,,,
1,1,0.78,0.0,0.54,0.14,0.511,0.002,19.663,0.13012249139372747,0.13062489936598626
2,2,0.75,0.5,0.58,0.37,0.5059999999999999,0.004,19.794,0.13463046307861806,0.12802717831358312
3,3,0.77,0.0,0.61,0.24,0.5,0.001,19.62,0.13377932612970472,0.12588491918891667
4,4,0.79,0.5,0.66,0.24,0.502,0.001,19.038,0.13361857371032235,0.132703730404377
5,5,0.76,0.5,0.58,0.17,0.519,0.004,19.392,0.13127853889390825,0.12494126373529435
6,6,0.81,0.5,0.66,0.12,0.513,0.006,19.328,0.13462924142181873,0.12782883129268885
7,7,0.86,0.0,0.75,0.24,0.488,0.003,19.583,0.1191962086968124,0.1176317117512226
8,8,0.77,0.5,0.59,0.12,0.49200000000000005,0.0,19.108,0.13059744414687158,0.12457454741746188
9,9,0.69,0.5,0.57,0.11,0.48300000000000004,0.0,19.399,0.1356111605539918,0.13232952569425105
10,10,0.8,0.5,0.63,0.11,0.505,0.0,18.593,0.13118016049265865,0.13157144931703807
11,11,0.84,0.0,0.68,0.21,0.47100000000000003,0.001,19.082,0.14092493208497764,0.13057139053940772
12,12,0.78,0.5,0.51,0.23,0.5059999999999999,0.001,19.044,0.14132556300610305,0.1335929122082889
13,13,0.83,0.5,0.76,0.25,0.521,0.002,19.32,0.13758045780658726,0.12628080419451
14,14,0.79,1.0,0.7,0.26,0.504,0.0,19.156,0.1339197584539652,0.1306664145067334
15,15,0.66,0.0,0.63,0.14,0.49,0.001,19.315,0.13320517889782788,0.1282107092961669
16,16,0.82,0.5,0.69,0.29,0.495,0.003,19.344,0.13922710737586022,0.1301504815146327
17,17,0.83,1.0,0.68,0.2,0.502,0.0,19.162,0.13539134149998427,0.13135330863296985
18,18,0.84,0.0,0.61,0.14,0.48600000000000004,0.003,19.59,0.1428630819246173,0.13611361306905748
19,19,0.83,0.0,0.79,0.27,0.505,0.004,19.021,0.13958471013233065,0.13625174033641815
20,20,0.83,0.5,0.68,0.27,0.46699999999999997,0.0,18.977,0.14824434274435044,0.13936526814103126
21,21,0.87,0.5,0.76,0.31,0.47100000000000003,0.001,19.016,0.14651454628258945,0.13077877232432367
22,22,0.88,0.5,0.65,0.39,0.5,0.003,19.057000000000002,0.14514233437180518,0.1342172871902585
23,23,0.78,0.5,0.6,0.31,0.529,0.0,18.809,0.14392261219024655,0.13624770674481987
24,24,0.85,0.5,0.76,0.1,0.49800000000000005,0.005,19.454,0.1467190792262554,0.14012744807451966
25,25,0.88,1.0,0.67,0.19,0.48500000000000004,0.002,18.865,0.1400455310046673,0.1413638227134943
26,26,0.73,1.0,0.57,0.17,0.481,0.002,18.68,0.14221367233991622,0.1427434957548976
27,27,0.82,0.0,0.65,0.1,0.496,0.003,19.082,0.14732472664117813,0.1353394243605435
28,28,0.91,0.5,0.66,0.15,0.512,0.002,18.798,0.14410425768047572,0.1458282996788621
29,29,0.76,0.0,0.73,0.14,0.45599999999999996,0.003,18.861,0.14830183474719524,0.147873792424798
30,30,0.9,0.0,0.7,0.18,0.482,0.003,19.011,0.1479154224768281,0.14668080920726062
31,31,0.85,0.5,0.8,0.24,0.503,0.004,19.204,0.14962921445816754,0.1462568737268448
32,32,0.76,0.5,0.58,0.12,0.49800000000000005,0.001,19.174,0.14838999712467196,0.14572612845152616
33,33,0.82,0.0,0.72,0.18,0.511,0.0,18.735,0.15247450590133668,0.14496604370325802
34,34,0.86,0.0,0.6,0.2,0.508,0.001,19.051,0.14647917024046184,0.14819587244093418
35,35,0.86,0.5,0.69,0.24,0.518,0.002,18.840999999999998,0.14851674155145886,0.14612789924442768
36,36,0.84,1.0,0.8,0.17,0.484,0.004,18.599,0.14617787365615367,0.15330561228096484
37,37,0.83,1.0,0.68,0.28,0.49200000000000005,0.004,19.192999999999998,0.15037180201709271,0.15536944119632246
38,38,0.92,1.0,0.68,0.22,0.521,0.002,19.279,0.15233476860821246,0.15366763412207365
39,39,0.87,0.5,0.79,0.26,0.49800000000000005,0.003,18.776,0.15271262334287167,0.14247752315551046
40,40,0.86,0.5,0.69,0.17,0.48300000000000004,0.005,18.651,0.15017233315110207,0.1507423425242305
41,41,0.93,0.5,0.65,0.34,0.4940000000000001,0.002,18.916,0.15589794021844866,0.1540622951760888
42,42,0.94,0.5,0.78,0.32,0.49800000000000005,0.004,18.776,0.15080528135597707,0.1529260518103838
43,43,0.85,0.5,0.78,0.39,0.49299999999999994,0.002,19.230999999999998,0.15990762747079135,0.15774112867563966
44,44,0.89,0.5,0.7,0.31,0.523,0.001,19.445,0.1512710966691375,0.15532723630964754
45,45,0.96,0.5,0.68,0.23,0.49699999999999994,0.002,18.887999999999998,0.15700841104984284,0.1557701265141368
46,46,0.95,0.5,0.88,0.33,0.512,0.003,18.507,0.15858700630813838,0.16048809617757798
47,47,0.83,0.5,0.79,0.16,0.535,0.002,18.937,0.16319048730283975,0.16329244077950714
48,48,0.82,0.5,0.75,0.32,0.49299999999999994,0.004,18.798,0.15780803718417882,0.15556687305867672
