,training_round,random,left,lvl1,lvl2,wins_p1,ties,game_length,loss_p1,loss_p2
60,60,0.73,0.5,0.51,0.11,0.429,0.002,22.795,0.17534065037220714,0.1754431327059865
61,61,0.81,0.5,0.59,0.21,0.39,0.004,21.892,0.17066460815817114,0.16017533370852471
62,62,0.8,0.5,0.64,0.34,0.525,0.008,21.601,0.17281587965786455,0.1727472957894206
63,63,0.74,0.5,0.53,0.21,0.528,0.006,22.218000000000004,0.17681399966031314,0.1723212046921253
64,64,0.77,0.5,0.65,0.21,0.516,0.009,20.835,0.17812744280695916,0.1741628905311227
65,65,0.76,0.0,0.52,0.19,0.5009999999999999,0.016,22.750999999999998,0.1811531270816922,0.18060527454316616
66,66,0.77,0.5,0.46,0.08,0.523,0.004,23.142,0.17662789142876864,0.1755578431636095
67,67,0.77,0.0,0.64,0.24,0.596,0.006,19.459,0.19202047208696604,0.1854617797061801
68,68,0.86,0.5,0.65,0.22,0.554,0.007000000000000001,21.541999999999998,0.17500733517110348,0.17328993248939514
69,69,0.81,1.0,0.54,0.1,0.472,0.008,21.033,0.1899883626699448,0.18944315460324287
70,70,0.94,1.0,0.69,0.3,0.449,0.004,20.575,0.19805489920824765,0.19735646095871925
71,71,0.86,1.0,0.76,0.23,0.627,0.003,20.346,0.180331511631608,0.1796188969090581
72,72,0.86,0.5,0.7,0.19,0.556,0.01,22.488000000000003,0.18491162361204624,0.18387343343347312
73,73,0.89,0.5,0.69,0.27,0.648,0.008,20.76,0.17499437601864334,0.18678214591741565
74,74,0.91,0.5,0.75,0.32,0.491,0.003,21.676,0.18926119030267,0.20171651201695204
75,75,0.88,0.5,0.63,0.24,0.608,0.009,21.090999999999998,0.16340153324976564,0.16073242422938347
76,76,0.84,0.5,0.8,0.39,0.516,0.017999999999999995,23.674,0.17073149630427362,0.17997968259453773
77,77,0.88,0.5,0.76,0.44,0.559,0.007000000000000001,20.289,0.16855558386445044,0.17656823047623038
78,78,0.82,0.5,0.74,0.27,0.455,0.005,22.305999999999997,0.1948839968442917,0.1853915564641357
79,79,0.84,0.5,0.49,0.22,0.5269999999999999,0.005,20.631,0.19861410658061504,0.1894158012494445
80,80,0.91,0.0,0.66,0.26,0.49299999999999994,0.013000000000000001,21.732,0.18884506410360336,0.188438616335392
81,81,0.77,0.0,0.62,0.22,0.556,0.012,21.061999999999998,0.19656691714376207,0.19402807407826184
82,82,0.83,0.5,0.6,0.14,0.46900000000000003,0.01,22.805999999999997,0.18656096623837948,0.1865424584597349
83,83,0.79,1.0,0.59,0.25,0.525,0.013000000000000001,21.482,0.18703645633161067,0.1909302610680461
84,84,0.74,1.0,0.71,0.2,0.49200000000000005,0.001,19.988,0.15956955194473266,0.16384819038957354
85,85,0.95,1.0,0.74,0.39,0.421,0.008,22.495,0.18100503830984235,0.19111142030358316
86,86,0.82,0.0,0.66,0.18,0.381,0.028000000000000004,24.96,0.17694910412281753,0.18243121531791984
87,87,0.87,0.5,0.57,0.21,0.4680000000000001,0.022,25.515,0.1718015059158206,0.18258519519492986
88,88,0.8,0.0,0.61,0.22,0.47100000000000003,0.038,26.596999999999998,0.1813769200220704,0.1942142798379064
89,89,0.89,0.5,0.81,0.41,0.499,0.035,20.92,0.19156463881582025,0.2007558436989784
90,90,0.76,0.5,0.61,0.28,0.605,0.022,22.635,0.12284401589632035,0.13182449569366872
91,91,0.68,0.0,0.55,0.28,0.43200000000000005,0.034,24.319000000000003,0.18652858944237236,0.18839668023586276
92,92,0.75,0.5,0.49,0.15,0.417,0.022,22.802,0.17693431112915278,0.16797853378206493
93,93,0.65,0.0,0.45,0.12,0.42800000000000005,0.05,26.775,0.1864179636090994,0.17562090557068585
94,94,0.76,0.5,0.65,0.21,0.392,0.033,23.927,0.18435798150673507,0.1758712892457843
95,95,0.81,0.5,0.53,0.18,0.472,0.016,23.697,0.20260331895947456,0.1954868477731943
96,96,0.68,0.5,0.44,0.12,0.655,0.033,22.954,0.1592297636717558,0.16063904542848467
97,97,0.83,0.0,0.65,0.21,0.649,0.015000000000000001,20.631999999999998,0.17200923296436668,0.17830601808801294
98,98,0.85,0.5,0.69,0.25,0.664,0.012,24.488000000000003,0.19205242409184572,0.1980861515030265
99,99,0.79,0.0,0.63,0.18,0.589,0.01,22.822,0.18220310401916506,0.19323391392827036
100,100,0.84,0.5,0.77,0.2,0.44400000000000006,0.041999999999999996,24.241999999999997,0.16492788045480847,0.1760626263022423
