,training_round,random,left,lvl1,lvl2,wins_p1,ties,game_length,loss_p1,loss_p2
0,0,0.48,0.0,0.29,0.08,,,,,
1,1,0.82,0.0,0.36,0.19,0.40199999999999997,0.036,24.28,0.12821816406911474,0.12383179907187115
2,2,0.77,0.0,0.46,0.23,0.537,0.008,17.71,0.17276042342931033,0.17583683858811855
3,3,0.84,0.0,0.62,0.25,0.567,0.009,22.513,0.17871644901484252,0.1863895219489932
4,4,0.76,0.5,0.7,0.09,0.491,0.01,20.964000000000002,0.16365471092239026,0.16700060694664715
5,5,0.75,0.0,0.68,0.3,0.562,0.024,21.514,0.14647650573030113,0.15447195929288865
6,6,0.85,0.0,0.65,0.32,0.5269999999999999,0.013000000000000001,22.366999999999997,0.13296772741526364,0.1423393104337156
7,7,0.93,0.5,0.86,0.46,0.539,0.013000000000000001,20.41,0.16099343187361956,0.1702777795419097
8,8,0.77,0.5,0.49,0.18,0.535,0.015000000000000001,26.421999999999997,0.1455247050523758,0.1467750575095415
9,9,0.88,1.0,0.68,0.33,0.517,0.036,23.426,0.11989290162548424,0.12754889716580511
10,10,0.73,1.0,0.65,0.16,0.528,0.020999999999999998,22.459,0.16697918903827666,0.17353395646065473
11,11,0.85,1.0,0.7,0.27,0.45199999999999996,0.013000000000000001,19.999000000000002,0.15745711421221495,0.16730001117289067
12,12,0.71,0.5,0.58,0.1,0.545,0.007000000000000001,20.648000000000003,0.1818074589520693,0.19690623152256007
13,13,0.82,0.5,0.71,0.2,0.443,0.011,22.747,0.1733349766507745,0.18664946630597115
14,14,0.82,1.0,0.67,0.23,0.434,0.008,21.105999999999998,0.16266291017085313,0.17494161835312844
15,15,0.78,1.0,0.58,0.17,0.417,0.016,21.98,0.15518637282401326,0.16300592011958362
16,16,0.73,0.0,0.42,0.05,0.42199999999999993,0.015000000000000001,22.81,0.17187684076279405,0.18050730023905634
17,17,0.82,0.5,0.57,0.21,0.484,0.007000000000000001,21.215999999999998,0.17603300905227662,0.18544093967974187
18,18,0.9,1.0,0.71,0.22,0.338,0.015000000000000001,20.980999999999998,0.16026404016464948,0.1650336910225451
